,Replicate,Sample,Control
154,MDST8.311Cas9.Rep.C.p6_batch1,ACH-000935,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
155,MDST8.311Cas9.Rep.D.p6_batch1,ACH-000935,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
156,OUMS.23.311Cas9.Rep.A.p5_batch1,ACH-000296,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
157,OUMS.23.311Cas9.Rep.B.p5_batch1,ACH-000296,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
158,OUMS.23.311Cas9.Rep.C.p5_batch1,ACH-000296,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
159,SK.N.AS.311Cas9.Rep.A.p6_batch1,ACH-000260,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
160,SK.N.AS.311Cas9.Rep.B.p6_batch1,ACH-000260,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
161,SK.N.AS.311Cas9.Rep.C.p6_batch1,ACH-000260,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
162,HT115.Avana.4.Rep.A.p6_batch1,ACH-000986,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
163,HT115.Avana.4.Rep.B.p6_batch1,ACH-000986,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
164,HT115.Avana.4.Rep.C.p6_batch1,ACH-000986,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
165,MHH.NB.11.311Cas9.Rep.A.p4_batch1,ACH-000078,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
166,MHH.NB.11.311Cas9.Rep.B.p4_batch1,ACH-000078,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
167,MHH.NB.11.311Cas9.Rep.C.p4_batch1,ACH-000078,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
168,MOR.CPR.311cas9.Rep.A.p4_batch1,ACH-000851,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
169,MOR.CPR.311cas9.Rep.B.p4_batch1,ACH-000851,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
170,MOR.CPR.311cas9.Rep.C.p4_batch1,ACH-000851,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
171,LXF.289.311cas9.Rep.B.p6_batch1,ACH-000787,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
172,LXF.289.311cas9.Rep.C.p6_batch1,ACH-000787,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
173,LXF.289.311cas9.Rep.D.p6_batch1,ACH-000787,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
174,P31FUJ.311Cas9.Rep.B.p6_batch1,ACH-000770,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
175,P31FUJ.311Cas9.Rep.C.p6_batch1,ACH-000770,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
176,P31FUJ.311Cas9.Rep.D.p6_batch1,ACH-000770,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
177,U937.101Cas9.Rep.A.p6_batch1,ACH-000406,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
178,U937.101Cas9.Rep.C.p6_batch1,ACH-000406,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
179,U937.101Cas9.Rep.D.p6_batch1,ACH-000406,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
180,PK.45H.311cas9.Rep.A.p6_batch1,ACH-000468,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
181,PK.45H.311cas9.Rep.B.p6_batch1,ACH-000468,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
182,PK.45H.311cas9.Rep.C.p6_batch1,ACH-000468,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
183,Sima.311cas9.Rep.A.p6_batch1,ACH-000099,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
184,Sima.311cas9.Rep.B.p6_batch1,ACH-000099,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
185,Sima.311cas9.Rep.C.p6_batch1,ACH-000099,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
186,SMZ1.311Cas9.Rep.A.p6_batch1,ACH-001197,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
187,SMZ1.311Cas9.Rep.B.p6_batch1,ACH-001197,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
188,SMZ1.311Cas9.Rep.C.p6_batch1,ACH-001197,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
189,ES.2.311Cas9.Rep.A.p7_batch1,ACH-000906,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
190,ES.2.311Cas9.Rep.B.p7_batch1,ACH-000906,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
191,ES.2.311Cas9.Rep.C.p7_batch1,ACH-000906,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
192,HOP.62.311CAS9.Rep.A.p6_batch1,ACH-000861,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
193,HOP.62.311CAS9.Rep.B.p6_batch1,ACH-000861,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
194,HOP.62.311CAS9.Rep.C.p6_batch1,ACH-000861,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
195,T84.311Cas9.Rep.A.p6_batch1,ACH-000381,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
196,T84.311Cas9.Rep.C.p6_batch1,ACH-000381,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
197,T84.311Cas9.Rep.D.p6_batch1,ACH-000381,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
198,SNU.8.311Cas9.Rep.A.p5_batch1,ACH-000460,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
199,SNU.8.311Cas9.Rep.B.p5_batch1,ACH-000460,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
200,SNU.8.311Cas9.Rep.C.p5_batch1,ACH-000460,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
201,KM12.311Cas9.Rep.A.p5_batch1,ACH-000969,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
202,KM12.311Cas9.Rep.B.p5_batch1,ACH-000969,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
203,KM12.311Cas9.Rep.C.p5_batch1,ACH-000969,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
204,NB.4.311cas9.Rep.A.p6_batch1,ACH-000294,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
205,NB.4.311cas9.Rep.B.p6_batch1,ACH-000294,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
206,NB.4.311cas9.Rep.C.p6_batch1,ACH-000294,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
207,SK.N.MC.311cas9.Rep.A.p5_batch1,ACH-000039,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
208,SK.N.MC.311cas9.Rep.B.p5_batch1,ACH-000039,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
209,SK.N.MC.311cas9.Rep.C.p5_batch1,ACH-000039,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
210,PC.14.311Cas9.Rep.A.p6_batch1,ACH-000030,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
211,PC.14.311Cas9.Rep.B.p6_batch1,ACH-000030,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
212,PC.14.311Cas9.Rep.C.p6_batch1,ACH-000030,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
213,TOV.21G.311Cas9.Rep.A.p6_batch1,ACH-000885,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
214,TOV.21G.311Cas9.Rep.B.p6_batch1,ACH-000885,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
215,TOV.21G.311Cas9.Rep.C.p6_batch1,ACH-000885,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
216,LK.2.311Cas9.Rep.A.p6_batch1,ACH-000769,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
217,LK.2.311Cas9.Rep.B.p6_batch1,ACH-000769,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
218,LK.2.311Cas9.Rep.C.p6_batch1,ACH-000769,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
219,LCLC.103H.311Cas9.Rep.B.p6_batch1,ACH-000627,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
220,LCLC.103H.311Cas9.Rep.C.p6_batch1,ACH-000627,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
221,COV434.311cas9.Rep.A.p6_batch1,ACH-000123,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
222,COV434.311cas9.Rep.B.p6_batch1,ACH-000123,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
223,COV434.311cas9.Rep.C.p6_batch1,ACH-000123,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
224,Cal.51.311cas9.Rep.A.p6_batch1,ACH-000856,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
225,Cal.51.311cas9.Rep.B.p6_batch1,ACH-000856,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
226,Cal.51.311cas9.Rep.C.p6_batch1,ACH-000856,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
227,IMR32.311cas9.Rep.A.p3_batch1,ACH-000310,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
228,IMR32.311cas9.Rep.B.p3_batch1,ACH-000310,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
229,IMR32.311cas9.Rep.D.p3_batch1,ACH-000310,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
230,HCC.1359.311Cas9.Rep.A.p5_batch1,ACH-000901,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
231,HCC.1359.311Cas9.Rep.B.p5_batch1,ACH-000901,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
232,HCC.1359.311Cas9.Rep.C.p5_batch1,ACH-000901,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
233,NCI.H520.311Cas9.Rep.A.p6_batch1,ACH-000395,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
234,NCI.H520.311Cas9.Rep.B.p6_batch1,ACH-000395,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
235,NCI.H520.311Cas9.Rep.C.p6_batch1,ACH-000395,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
236,SNU.410.311cas9.Rep.A.p5_batch1,ACH-000517,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
237,SNU.410.311cas9.Rep.B.p5_batch1,ACH-000517,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
238,SNU.410.311cas9.Rep.C.p5_batch1,ACH-000517,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
239,ABC.1.311Cas9.Rep.A.p5_20150925_batch1,ACH-000528,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
240,ABC.1.311Cas9.Rep.B.p5_20150925_batch1,ACH-000528,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
241,ABC.1.311Cas9.Rep.C.p5_20150925_batch1,ACH-000528,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
242,TF.1.311cas9.Rep.A.p5_20150925_batch1,ACH-000387,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
243,TF.1.311cas9.Rep.B.p5_20150925_batch1,ACH-000387,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
244,TF.1.311cas9.Rep.C.p5_20150925_batch1,ACH-000387,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
245,JHOC5.311cas9.Rep.A.p6_20150925_batch1,ACH-000324,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
246,JHOC5.311cas9.Rep.B.p6_20150925_batch1,ACH-000324,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
247,JHOC5.311cas9.Rep.C.p6_20150925_batch1,ACH-000324,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
248,C2BBE1.311Cas9.Rep.A.p5_batch1,ACH-000009,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
249,C2BBE1.311Cas9.Rep.B.p5_batch1,ACH-000009,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
250,C2BBE1.311Cas9.Rep.C.p5_batch1,ACH-000009,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
251,SUP.M2.311Cas9.Rep.A.p4_batch1,ACH-000226,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
252,SUP.M2.311Cas9.Rep.B.p4_batch1,ACH-000226,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
253,SUP.M2.311Cas9.Rep.C.p4_batch1,ACH-000226,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
254,SUP.M2.311Cas9.Rep.D.p4_batch1,ACH-000226,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
255,Kuramochi.311cas9.Rep.A.p3_batch1,ACH-000524,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
256,Kuramochi.311cas9.Rep.B.p3_batch1,ACH-000524,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
257,Kuramochi.311cas9.Rep.C.p3_batch1,ACH-000524,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
258,D341MED.311cas9.Rep.A.p5_batch1,ACH-000095,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
259,D341MED.311cas9.Rep.B.p5_batch1,ACH-000095,pDNA.Avana4_010115_1.5Ex_batch1:pDNA.Avana4_060115_1.5Ex_batch1:pDNA.Avana4_0101215_0.55Ex_batch1:pDNA.Avana4_060115_0.55Ex_batch1
